,UWI
763,191/15-23-053-24W3/00
764,191/15-23-053-24W3/00
765,191/15-23-053-24W3/00
766,191/15-23-053-24W3/00
767,191/15-23-053-24W3/00
768,191/15-23-053-24W3/00
769,191/15-23-053-24W3/00
770,191/15-23-053-24W3/00
771,191/15-23-053-24W3/00
772,191/15-23-053-24W3/00
773,191/15-23-053-24W3/00
774,191/15-23-053-24W3/00
775,191/15-23-053-24W3/00
776,191/15-23-053-24W3/00
777,192/15-23-053-24W3/00
778,192/15-23-053-24W3/00
779,192/15-23-053-24W3/00
780,192/15-23-053-24W3/00
781,192/15-23-053-24W3/00
782,192/15-23-053-24W3/00
783,192/15-23-053-24W3/00
784,192/15-23-053-24W3/00
785,192/15-23-053-24W3/00
786,192/15-23-053-24W3/00
787,192/15-23-053-24W3/00
788,192/15-23-053-24W3/00
789,192/15-23-053-24W3/00
790,192/15-23-053-24W3/00
791,192/15-23-053-24W3/00
792,192/15-23-053-24W3/00
793,192/15-23-053-24W3/00
794,192/15-23-053-24W3/00
795,192/15-23-053-24W3/00
796,192/15-23-053-24W3/00
797,192/15-23-053-24W3/00
798,192/15-23-053-24W3/00
799,192/15-23-053-24W3/00
800,192/15-23-053-24W3/00
801,192/15-23-053-24W3/00
802,192/15-23-053-24W3/00
803,192/15-23-053-24W3/00
804,192/15-23-053-24W3/00
805,192/15-23-053-24W3/00
806,192/15-23-053-24W3/00
807,192/15-23-053-24W3/00
808,192/15-23-053-24W3/00
809,192/15-23-053-24W3/00
810,192/15-23-053-24W3/00
811,192/15-23-053-24W3/00
812,192/15-23-053-24W3/00
813,192/15-23-053-24W3/00
814,192/15-23-053-24W3/00
815,192/15-23-053-24W3/00
816,192/15-23-053-24W3/00
817,192/15-23-053-24W3/00
818,104/05-26-053-24W3/00
819,104/05-26-053-24W3/00
820,104/05-26-053-24W3/00
821,104/05-26-053-24W3/00
822,104/05-26-053-24W3/00
823,104/05-26-053-24W3/00
824,101/01-27-053-24W3/00
825,101/01-27-053-24W3/00
826,101/01-27-053-24W3/00
827,101/01-27-053-24W3/00
828,101/01-27-053-24W3/00
829,101/01-27-053-24W3/00
830,101/01-27-053-24W3/00
831,101/01-27-053-24W3/00
832,101/01-27-053-24W3/00
833,101/01-27-053-24W3/00
834,101/01-27-053-24W3/00
835,101/01-27-053-24W3/00
836,101/01-27-053-24W3/00
837,101/09-27-053-24W3/00
838,101/09-27-053-24W3/00
839,101/09-27-053-24W3/00
840,101/09-27-053-24W3/00
841,101/09-27-053-24W3/00
842,101/09-27-053-24W3/00
843,101/09-27-053-24W3/00
844,101/09-27-053-24W3/00
845,101/09-27-053-24W3/00
846,101/09-27-053-24W3/00
847,101/09-27-053-24W3/00
848,101/09-27-053-24W3/00
849,101/09-27-053-24W3/00
850,102/09-27-053-24W3/00
851,102/09-27-053-24W3/00
852,102/09-27-053-24W3/00
853,102/09-27-053-24W3/00
854,102/09-27-053-24W3/00
855,102/09-27-053-24W3/00
856,191/16-27-053-24W3/00
857,191/16-27-053-24W3/00
858,191/16-27-053-24W3/00
859,191/16-27-053-24W3/00
860,191/16-27-053-24W3/00
861,191/16-27-053-24W3/00
862,191/16-27-053-24W3/00
863,191/16-27-053-24W3/00
864,191/16-27-053-24W3/00
865,191/16-27-053-24W3/00
866,191/16-27-053-24W3/00
867,191/16-27-053-24W3/00
868,191/16-27-053-24W3/00
869,191/16-27-053-24W3/00
870,191/16-27-053-24W3/00
871,191/16-27-053-24W3/00
872,191/16-27-053-24W3/00
873,191/16-27-053-24W3/00
874,191/16-27-053-24W3/00
875,191/16-27-053-24W3/00
876,191/16-27-053-24W3/00
877,191/16-27-053-24W3/00
878,191/16-27-053-24W3/00
879,191/16-27-053-24W3/00
880,191/16-27-053-24W3/00
881,191/16-27-053-24W3/00
882,191/16-27-053-24W3/00
883,191/16-27-053-24W3/00
884,191/16-27-053-24W3/00
885,191/16-27-053-24W3/00
886,191/16-27-053-24W3/00
887,191/16-27-053-24W3/00
888,191/16-27-053-24W3/00
889,191/16-27-053-24W3/00
890,191/16-27-053-24W3/00
891,191/16-27-053-24W3/00
892,191/16-27-053-24W3/00
893,191/16-27-053-24W3/00
894,191/16-27-053-24W3/00
895,191/16-27-053-24W3/00
896,191/16-27-053-24W3/00
897,191/16-27-053-24W3/00
898,191/16-27-053-24W3/00
899,191/16-27-053-24W3/00
900,191/16-27-053-24W3/00
901,191/16-27-053-24W3/00
902,191/16-27-053-24W3/00
903,191/16-27-053-24W3/00
904,191/16-27-053-24W3/00
905,191/16-27-053-24W3/00
906,191/16-27-053-24W3/00
907,191/16-27-053-24W3/00
908,191/16-27-053-24W3/00
909,191/16-27-053-24W3/00
910,191/16-27-053-24W3/00
911,191/16-27-053-24W3/00
912,191/16-27-053-24W3/00
913,191/16-27-053-24W3/00
914,191/16-27-053-24W3/00
915,191/16-27-053-24W3/00
916,191/16-27-053-24W3/00
917,191/16-27-053-24W3/00
918,191/16-27-053-24W3/00
919,191/16-27-053-24W3/00
920,191/16-27-053-24W3/00
921,191/16-27-053-24W3/00
922,191/16-27-053-24W3/00
923,191/16-27-053-24W3/00
924,191/16-27-053-24W3/00
925,191/16-27-053-24W3/00
926,191/16-27-053-24W3/00
927,191/16-27-053-24W3/00
928,191/16-27-053-24W3/00
929,191/16-27-053-24W3/00
930,191/16-27-053-24W3/00
931,191/16-27-053-24W3/00
932,191/16-27-053-24W3/00
933,191/16-27-053-24W3/00
934,191/16-27-053-24W3/00
935,192/16-27-053-24W3/00
936,192/16-27-053-24W3/00
937,192/16-27-053-24W3/00
938,192/16-27-053-24W3/00
939,192/16-27-053-24W3/00
940,192/16-27-053-24W3/00
941,192/16-27-053-24W3/00
942,192/16-27-053-24W3/00
943,192/16-27-053-24W3/00
944,192/16-27-053-24W3/00
945,192/16-27-053-24W3/00
946,192/16-27-053-24W3/00
947,192/16-27-053-24W3/00
948,192/16-27-053-24W3/00
949,192/16-27-053-24W3/00
950,192/16-27-053-24W3/00
951,192/16-27-053-24W3/00
952,192/16-27-053-24W3/00
953,192/16-27-053-24W3/00
954,192/16-27-053-24W3/00
955,192/16-27-053-24W3/00
956,192/16-27-053-24W3/00
957,192/16-27-053-24W3/00
958,192/16-27-053-24W3/00
959,192/16-27-053-24W3/00
960,192/16-27-053-24W3/00
961,192/16-27-053-24W3/00
962,192/16-27-053-24W3/00
963,192/16-27-053-24W3/00
964,192/16-27-053-24W3/00
965,192/16-27-053-24W3/00
966,192/16-27-053-24W3/00
967,192/16-27-053-24W3/00
968,192/16-27-053-24W3/00
969,192/16-27-053-24W3/00
970,192/16-27-053-24W3/00
971,192/16-27-053-24W3/00
972,192/16-27-053-24W3/00
973,192/16-27-053-24W3/00
974,192/16-27-053-24W3/00
975,192/16-27-053-24W3/00
976,192/16-27-053-24W3/00
977,192/16-27-053-24W3/00
978,192/16-27-053-24W3/00
979,192/16-27-053-24W3/00
980,192/16-27-053-24W3/00
981,192/16-27-053-24W3/00
982,192/16-27-053-24W3/00
983,192/16-27-053-24W3/00
984,192/16-27-053-24W3/00
985,192/16-27-053-24W3/00
986,192/16-27-053-24W3/00
987,192/16-27-053-24W3/00
988,192/16-27-053-24W3/00
989,192/16-27-053-24W3/00
990,192/16-27-053-24W3/00
991,192/16-27-053-24W3/00
992,192/16-27-053-24W3/00
993,192/16-27-053-24W3/00
994,192/16-27-053-24W3/00
995,192/16-27-053-24W3/00
996,192/16-27-053-24W3/00
997,192/16-27-053-24W3/00
998,192/16-27-053-24W3/00
999,192/16-27-053-24W3/00
1000,192/16-27-053-24W3/00
1001,192/16-27-053-24W3/00
1002,192/16-27-053-24W3/00
1003,192/16-27-053-24W3/00
1004,192/16-27-053-24W3/00
1005,192/16-27-053-24W3/00
1006,192/16-27-053-24W3/00
1007,192/16-27-053-24W3/00
1008,192/16-27-053-24W3/00
1009,192/16-27-053-24W3/00
1010,192/16-27-053-24W3/00
1011,192/16-27-053-24W3/00
1012,192/16-27-053-24W3/00
1013,192/16-27-053-24W3/00
1014,192/16-27-053-24W3/00
1015,193/16-27-053-24W3/00
1016,193/16-27-053-24W3/00
1017,193/16-27-053-24W3/00
1018,193/16-27-053-24W3/00
1019,193/16-27-053-24W3/00
1020,193/16-27-053-24W3/00
1021,193/16-27-053-24W3/00
1022,193/16-27-053-24W3/00
1023,193/16-27-053-24W3/00
1024,193/16-27-053-24W3/00
1025,193/16-27-053-24W3/00
1026,193/16-27-053-24W3/00
1027,193/16-27-053-24W3/00
1028,193/16-27-053-24W3/00
1029,193/16-27-053-24W3/00
1030,193/16-27-053-24W3/00
1031,193/16-27-053-24W3/00
1032,193/16-27-053-24W3/00
1033,193/16-27-053-24W3/00
1034,193/16-27-053-24W3/00
1035,193/16-27-053-24W3/00
1036,193/16-27-053-24W3/00
1037,193/16-27-053-24W3/00
1038,193/16-27-053-24W3/00
1039,193/16-27-053-24W3/00
1040,193/16-27-053-24W3/00
1041,193/16-27-053-24W3/00
1042,193/16-27-053-24W3/00
1043,193/16-27-053-24W3/00
1044,193/16-27-053-24W3/00
1045,193/16-27-053-24W3/00
1046,193/16-27-053-24W3/00
1047,193/16-27-053-24W3/00
1048,193/16-27-053-24W3/00
1049,193/16-27-053-24W3/00
1050,193/16-27-053-24W3/00
1051,193/16-27-053-24W3/00
1052,193/16-27-053-24W3/00
1053,193/16-27-053-24W3/00
1054,193/16-27-053-24W3/00
1055,193/16-27-053-24W3/00
1056,193/16-27-053-24W3/00
1057,193/16-27-053-24W3/00
1058,193/16-27-053-24W3/00
1059,193/16-27-053-24W3/00
1060,193/16-27-053-24W3/00
1061,193/16-27-053-24W3/00
1062,193/16-27-053-24W3/00
1063,193/16-27-053-24W3/00
1064,193/16-27-053-24W3/00
1065,193/16-27-053-24W3/00
1066,193/16-27-053-24W3/00
1067,193/16-27-053-24W3/00
1068,193/16-27-053-24W3/00
1069,193/16-27-053-24W3/00
1070,193/16-27-053-24W3/00
1071,193/16-27-053-24W3/00
1072,193/16-27-053-24W3/00
1073,193/16-27-053-24W3/00
1074,193/16-27-053-24W3/00
1075,193/16-27-053-24W3/00
1076,193/16-27-053-24W3/00
1077,193/16-27-053-24W3/00
1078,193/16-27-053-24W3/00
1079,193/16-27-053-24W3/00
1080,193/16-27-053-24W3/00
1081,193/16-27-053-24W3/00
1082,193/16-27-053-24W3/00
1083,193/16-27-053-24W3/00
1084,193/16-27-053-24W3/00
1085,193/16-27-053-24W3/00
1086,193/16-27-053-24W3/00
1087,193/16-27-053-24W3/00
1088,193/16-27-053-24W3/00
1089,193/16-27-053-24W3/00
1090,193/16-27-053-24W3/00
1091,193/16-27-053-24W3/00
1092,193/16-27-053-24W3/00
1093,193/16-27-053-24W3/00
1094,193/16-27-053-24W3/00
1095,193/16-27-053-24W3/00
1096,193/16-27-053-24W3/00
1097,193/16-27-053-24W3/00
1098,193/16-27-053-24W3/00
1099,193/16-27-053-24W3/00
1100,194/16-27-053-24W3/00
1101,194/16-27-053-24W3/00
1102,194/16-27-053-24W3/00
1103,194/16-27-053-24W3/00
1104,194/16-27-053-24W3/00
1105,194/16-27-053-24W3/00
1106,194/16-27-053-24W3/00
1107,194/16-27-053-24W3/00
1108,194/16-27-053-24W3/00
1109,194/16-27-053-24W3/00
1110,194/16-27-053-24W3/00
1111,194/16-27-053-24W3/00
1112,194/16-27-053-24W3/00
1113,194/16-27-053-24W3/00
1114,194/16-27-053-24W3/00
1115,194/16-27-053-24W3/00
1116,194/16-27-053-24W3/00
1117,194/16-27-053-24W3/00
1118,194/16-27-053-24W3/00
1119,194/16-27-053-24W3/00
1120,194/16-27-053-24W3/00
1121,194/16-27-053-24W3/00
1122,194/16-27-053-24W3/00
1123,194/16-27-053-24W3/00
1124,194/16-27-053-24W3/00
1125,194/16-27-053-24W3/00
1126,194/16-27-053-24W3/00
1127,194/16-27-053-24W3/00
1128,194/16-27-053-24W3/00
1129,194/16-27-053-24W3/00
1130,194/16-27-053-24W3/00
1131,194/16-27-053-24W3/00
1132,194/16-27-053-24W3/00
1133,194/16-27-053-24W3/00
1134,194/16-27-053-24W3/00
1135,194/16-27-053-24W3/00
1136,194/16-27-053-24W3/00
1137,194/16-27-053-24W3/00
1138,194/16-27-053-24W3/00
1139,194/16-27-053-24W3/00
1140,194/16-27-053-24W3/00
1141,194/16-27-053-24W3/00
1142,194/16-27-053-24W3/00
1143,194/16-27-053-24W3/00
1144,194/16-27-053-24W3/00
1145,194/16-27-053-24W3/00
1146,194/16-27-053-24W3/00
1147,194/16-27-053-24W3/00
1148,194/16-27-053-24W3/00
1149,194/16-27-053-24W3/00
1150,194/16-27-053-24W3/00
1151,194/16-27-053-24W3/00
1152,194/16-27-053-24W3/00
1153,194/16-27-053-24W3/00
1154,194/16-27-053-24W3/00
1155,194/16-27-053-24W3/00
1156,194/16-27-053-24W3/00
1157,194/16-27-053-24W3/00
1158,194/16-27-053-24W3/00
1159,194/16-27-053-24W3/00
1160,194/16-27-053-24W3/00
1161,194/16-27-053-24W3/00
1162,194/16-27-053-24W3/00
1163,194/16-27-053-24W3/00
1164,194/16-27-053-24W3/00
1165,194/16-27-053-24W3/00
1166,194/16-27-053-24W3/00
1167,194/16-27-053-24W3/00
1168,194/16-27-053-24W3/00
1169,194/16-27-053-24W3/00
1170,194/16-27-053-24W3/00
1171,194/16-27-053-24W3/00
1172,194/16-27-053-24W3/00
1173,194/16-27-053-24W3/00
1174,194/16-27-053-24W3/00
1175,195/16-27-053-24W3/00
1176,195/16-27-053-24W3/00
1177,195/16-27-053-24W3/00
1178,195/16-27-053-24W3/00
1179,195/16-27-053-24W3/00
1180,195/16-27-053-24W3/00
1181,195/16-27-053-24W3/00
1182,195/16-27-053-24W3/00
1183,195/16-27-053-24W3/00
1184,195/16-27-053-24W3/00
1185,195/16-27-053-24W3/00
1186,195/16-27-053-24W3/00
1187,195/16-27-053-24W3/00
1188,195/16-27-053-24W3/00
1189,195/16-27-053-24W3/00
1190,195/16-27-053-24W3/00
1191,195/16-27-053-24W3/00
1192,195/16-27-053-24W3/00
1193,195/16-27-053-24W3/00
1194,195/16-27-053-24W3/00
1195,195/16-27-053-24W3/00
1196,195/16-27-053-24W3/00
1197,195/16-27-053-24W3/00
1198,195/16-27-053-24W3/00
1199,195/16-27-053-24W3/00
1200,195/16-27-053-24W3/00
1201,195/16-27-053-24W3/00
1202,195/16-27-053-24W3/00
1203,195/16-27-053-24W3/00
1204,195/16-27-053-24W3/00
1205,195/16-27-053-24W3/00
1206,195/16-27-053-24W3/00
1207,195/16-27-053-24W3/00
1208,195/16-27-053-24W3/00
1209,195/16-27-053-24W3/00
1210,195/16-27-053-24W3/00
1211,195/16-27-053-24W3/00
1212,195/16-27-053-24W3/00
1213,195/16-27-053-24W3/00
1214,195/16-27-053-24W3/00
1215,195/16-27-053-24W3/00
1216,195/16-27-053-24W3/00
1217,195/16-27-053-24W3/00
1218,195/16-27-053-24W3/00
1219,195/16-27-053-24W3/00
1220,195/16-27-053-24W3/00
1221,195/16-27-053-24W3/00
1222,195/16-27-053-24W3/00
1223,195/16-27-053-24W3/00
1224,195/16-27-053-24W3/00
1225,195/16-27-053-24W3/00
1226,195/16-27-053-24W3/00
1227,195/16-27-053-24W3/00
1228,195/16-27-053-24W3/00
1229,195/16-27-053-24W3/00
1230,195/16-27-053-24W3/00
1231,195/16-27-053-24W3/00
1232,195/16-27-053-24W3/00
1233,195/16-27-053-24W3/00
1234,195/16-27-053-24W3/00
1235,195/16-27-053-24W3/00
1236,195/16-27-053-24W3/00
1237,195/16-27-053-24W3/00
1238,195/16-27-053-24W3/00
1239,195/16-27-053-24W3/00
1240,195/16-27-053-24W3/00
1241,195/16-27-053-24W3/00
1242,195/16-27-053-24W3/00
1243,195/16-27-053-24W3/00
1244,195/16-27-053-24W3/00
1245,195/16-27-053-24W3/00
1246,195/16-27-053-24W3/00
1247,195/16-27-053-24W3/00
1248,195/16-27-053-24W3/00
1249,195/16-27-053-24W3/00
1250,195/16-27-053-24W3/00
1251,195/16-27-053-24W3/00
1252,195/16-27-053-24W3/00
1253,195/16-27-053-24W3/00
1254,195/16-27-053-24W3/00
1255,195/16-27-053-24W3/00
1256,195/16-27-053-24W3/00
1257,195/16-27-053-24W3/00
1258,195/16-27-053-24W3/00
1259,195/16-27-053-24W3/00
1260,196/16-27-053-24W3/00
1261,196/16-27-053-24W3/00
1262,196/16-27-053-24W3/00
1263,196/16-27-053-24W3/00
1264,196/16-27-053-24W3/00
1265,196/16-27-053-24W3/00
1266,196/16-27-053-24W3/00
1267,196/16-27-053-24W3/00
1268,196/16-27-053-24W3/00
1269,196/16-27-053-24W3/00
1270,196/16-27-053-24W3/00
1271,196/16-27-053-24W3/00
1272,196/16-27-053-24W3/00
1273,196/16-27-053-24W3/00
1274,196/16-27-053-24W3/00
1275,196/16-27-053-24W3/00
1276,196/16-27-053-24W3/00
1277,196/16-27-053-24W3/00
1278,196/16-27-053-24W3/00
1279,196/16-27-053-24W3/00
1280,196/16-27-053-24W3/00
1281,196/16-27-053-24W3/00
1282,196/16-27-053-24W3/00
1283,196/16-27-053-24W3/00
1284,196/16-27-053-24W3/00
1285,196/16-27-053-24W3/00
1286,196/16-27-053-24W3/00
1287,196/16-27-053-24W3/00
1288,196/16-27-053-24W3/00
1289,196/16-27-053-24W3/00
1290,196/16-27-053-24W3/00
1291,196/16-27-053-24W3/00
1292,196/16-27-053-24W3/00
1293,196/16-27-053-24W3/00
1294,196/16-27-053-24W3/00
1295,196/16-27-053-24W3/00
1296,196/16-27-053-24W3/00
1297,196/16-27-053-24W3/00
1298,196/16-27-053-24W3/00
1299,196/16-27-053-24W3/00
1300,196/16-27-053-24W3/00
1301,196/16-27-053-24W3/00
1302,196/16-27-053-24W3/00
1303,196/16-27-053-24W3/00
1304,196/16-27-053-24W3/00
1305,196/16-27-053-24W3/00
1306,196/16-27-053-24W3/00
1307,196/16-27-053-24W3/00
1308,196/16-27-053-24W3/00
1309,196/16-27-053-24W3/00
1310,196/16-27-053-24W3/00
1311,196/16-27-053-24W3/00
1312,196/16-27-053-24W3/00
1313,196/16-27-053-24W3/00
1314,196/16-27-053-24W3/00
1315,196/16-27-053-24W3/00
1316,196/16-27-053-24W3/00
1317,196/16-27-053-24W3/00
1318,196/16-27-053-24W3/00
1319,196/16-27-053-24W3/00
1320,196/16-27-053-24W3/00
1321,196/16-27-053-24W3/00
1322,196/16-27-053-24W3/00
1323,196/16-27-053-24W3/00
1324,196/16-27-053-24W3/00
1325,196/16-27-053-24W3/00
1326,196/16-27-053-24W3/00
1327,196/16-27-053-24W3/00
1328,196/16-27-053-24W3/00
1329,196/16-27-053-24W3/00
1330,196/16-27-053-24W3/00
1331,196/16-27-053-24W3/00
1332,196/16-27-053-24W3/00
1333,196/16-27-053-24W3/00
1334,196/16-27-053-24W3/00
1335,196/16-27-053-24W3/00
1336,196/16-27-053-24W3/00
1337,196/16-27-053-24W3/00
1338,196/16-27-053-24W3/00
1339,196/16-27-053-24W3/00
1340,196/16-27-053-24W3/00
1341,196/16-27-053-24W3/00
1342,196/16-27-053-24W3/00
1343,196/16-27-053-24W3/00
1344,196/16-27-053-24W3/00
1345,197/16-27-053-24W3/00
1346,197/16-27-053-24W3/00
1347,197/16-27-053-24W3/00
1348,197/16-27-053-24W3/00
1349,197/16-27-053-24W3/00
1350,197/16-27-053-24W3/00
1351,197/16-27-053-24W3/00
1352,197/16-27-053-24W3/00
1353,197/16-27-053-24W3/00
1354,197/16-27-053-24W3/00
1355,197/16-27-053-24W3/00
1356,197/16-27-053-24W3/00
1357,197/16-27-053-24W3/00
1358,197/16-27-053-24W3/00
1359,197/16-27-053-24W3/00
1360,197/16-27-053-24W3/00
1361,197/16-27-053-24W3/00
1362,197/16-27-053-24W3/00
1363,197/16-27-053-24W3/00
1364,197/16-27-053-24W3/00
1365,197/16-27-053-24W3/00
1366,197/16-27-053-24W3/00
1367,197/16-27-053-24W3/00
1368,197/16-27-053-24W3/00
1369,197/16-27-053-24W3/00
1370,197/16-27-053-24W3/00
1371,197/16-27-053-24W3/00
1372,197/16-27-053-24W3/00
1373,197/16-27-053-24W3/00
1374,197/16-27-053-24W3/00
1375,197/16-27-053-24W3/00
1376,197/16-27-053-24W3/00
1377,197/16-27-053-24W3/00
1378,197/16-27-053-24W3/00
1379,197/16-27-053-24W3/00
1380,197/16-27-053-24W3/00
1381,197/16-27-053-24W3/00
1382,197/16-27-053-24W3/00
1383,197/16-27-053-24W3/00
1384,197/16-27-053-24W3/00
1385,197/16-27-053-24W3/00
1386,197/16-27-053-24W3/00
1387,197/16-27-053-24W3/00
1388,197/16-27-053-24W3/00
1389,197/16-27-053-24W3/00
1390,197/16-27-053-24W3/00
1391,197/16-27-053-24W3/00
1392,197/16-27-053-24W3/00
1393,197/16-27-053-24W3/00
1394,197/16-27-053-24W3/00
1395,197/16-27-053-24W3/00
1396,197/16-27-053-24W3/00
1397,197/16-27-053-24W3/00
1398,197/16-27-053-24W3/00
1399,197/16-27-053-24W3/00
1400,197/16-27-053-24W3/00
1401,197/16-27-053-24W3/00
1402,197/16-27-053-24W3/00
1403,197/16-27-053-24W3/00
1404,197/16-27-053-24W3/00
1405,197/16-27-053-24W3/00
1406,197/16-27-053-24W3/00
1407,197/16-27-053-24W3/00
1408,197/16-27-053-24W3/00
1409,197/16-27-053-24W3/00
1410,197/16-27-053-24W3/00
1411,197/16-27-053-24W3/00
1412,197/16-27-053-24W3/00
1413,197/16-27-053-24W3/00
1414,197/16-27-053-24W3/00
1415,197/16-27-053-24W3/00
1416,197/16-27-053-24W3/00
1417,197/16-27-053-24W3/00
1418,197/16-27-053-24W3/00
1419,197/16-27-053-24W3/00
1420,197/16-27-053-24W3/00
1421,197/16-27-053-24W3/00
1422,197/16-27-053-24W3/00
1423,197/16-27-053-24W3/00
1424,197/16-27-053-24W3/00
1425,197/16-27-053-24W3/00
1426,197/16-27-053-24W3/00
1427,197/16-27-053-24W3/00
1428,197/16-27-053-24W3/00
1429,197/16-27-053-24W3/00
1430,198/16-27-053-24W3/00
1431,198/16-27-053-24W3/00
1432,198/16-27-053-24W3/00
1433,198/16-27-053-24W3/00
1434,198/16-27-053-24W3/00
1435,198/16-27-053-24W3/00
1436,198/16-27-053-24W3/00
1437,198/16-27-053-24W3/00
1438,198/16-27-053-24W3/00
1439,198/16-27-053-24W3/00
1440,198/16-27-053-24W3/00
1441,198/16-27-053-24W3/00
1442,198/16-27-053-24W3/00
1443,198/16-27-053-24W3/00
1444,198/16-27-053-24W3/00
1445,198/16-27-053-24W3/00
1446,198/16-27-053-24W3/00
1447,198/16-27-053-24W3/00
1448,198/16-27-053-24W3/00
1449,198/16-27-053-24W3/00
1450,198/16-27-053-24W3/00
1451,198/16-27-053-24W3/00
1452,198/16-27-053-24W3/00
1453,198/16-27-053-24W3/00
1454,198/16-27-053-24W3/00
1455,198/16-27-053-24W3/00
1456,198/16-27-053-24W3/00
1457,198/16-27-053-24W3/00
1458,198/16-27-053-24W3/00
1459,198/16-27-053-24W3/00
1460,198/16-27-053-24W3/00
1461,198/16-27-053-24W3/00
1462,198/16-27-053-24W3/00
1463,198/16-27-053-24W3/00
1464,198/16-27-053-24W3/00
1465,198/16-27-053-24W3/00
1466,198/16-27-053-24W3/00
1467,198/16-27-053-24W3/00
1468,198/16-27-053-24W3/00
1469,198/16-27-053-24W3/00
1470,198/16-27-053-24W3/00
1471,198/16-27-053-24W3/00
1472,198/16-27-053-24W3/00
1473,198/16-27-053-24W3/00
1474,198/16-27-053-24W3/00
1475,198/16-27-053-24W3/00
1476,198/16-27-053-24W3/00
1477,198/16-27-053-24W3/00
1478,198/16-27-053-24W3/00
1479,198/16-27-053-24W3/00
1480,198/16-27-053-24W3/00
1481,198/16-27-053-24W3/00
1482,198/16-27-053-24W3/00
1483,198/16-27-053-24W3/00
1484,198/16-27-053-24W3/00
1485,198/16-27-053-24W3/00
1486,198/16-27-053-24W3/00
1487,198/16-27-053-24W3/00
1488,198/16-27-053-24W3/00
1489,198/16-27-053-24W3/00
1490,198/16-27-053-24W3/00
1491,198/16-27-053-24W3/00
1492,198/16-27-053-24W3/00
1493,198/16-27-053-24W3/00
1494,198/16-27-053-24W3/00
1495,198/16-27-053-24W3/00
1496,198/16-27-053-24W3/00
1497,198/16-27-053-24W3/00
1498,198/16-27-053-24W3/00
1499,198/16-27-053-24W3/00
1500,198/16-27-053-24W3/00
1501,198/16-27-053-24W3/00
1502,198/16-27-053-24W3/00
