Unnamed: 0,ProdDate,MonInjSteam(m3),MonthlyOil(m3),MonInjGas(E3m3),CumInjGas(E3m3),PrdHours(hr),InjHours(hr),CumInjSteam(m3),CumPrdOil(m3),CalDlyOil(m3/d),CalInjGas(E3m3/d),CalInjSteam(m3/d),SOR,percent_change_SOR,is_interpolated,CumPrdOilSinceSteamInj(m3),OilRate,SteamRate,SteamRateOverOilRate
703,2021-10-01,126706.45,40468.5,683.3,683.3,13895,11675,8830561.9,3331027.9,1348.9499999999998,22.04,4223.55,47798.744866580695,-16.92385872371281,True,2714479.2000000007,2.912450521770421,10.85280085653105,3.726346859940422
704,2021-11-01,140534.7,44124.0,2356.4,3039.7,13599,11894,8971096.6,3375151.9,1470.8,78.55,4684.49,43312.74103209138,-9.385191697001606,False,2758603.2000000007,3.244650341936908,11.815596098873382,3.641562218941599
705,2021-12-01,169602.9,49732.5,2899.8,5939.5,15162,11726,9140699.5,3424884.4,1604.27,93.54,5471.06,51707.01593123208,19.38061341562565,False,2808335.7000000007,3.280075187969925,14.46383250895446,4.409603951154024
706,2022-01-01,168792.4,54022.7,2675.6,8615.1,15668,13281,9309491.9,3478907.1,1742.67,86.31,5444.92,48954.22337646952,-5.323827927768354,False,2862358.400000001,3.4479640030635688,12.70931405767638,3.686034438405958
707,2022-02-01,152786.7,47515.2,1888.7,10503.8,14233,13806,9462278.6,3526422.3,1696.97,67.45,5456.67,45766.68310561674,-6.511267161445577,False,2909873.600000001,3.338382631911754,11.066688396349416,3.3149850141689656
708,2022-03-01,161320.4,49641.1,1765.1,12268.9,15306,15412,9623599.0,3576063.4,1601.33,56.94,5203.88,49740.43770988153,8.682636220532892,False,2959514.700000001,3.243244479289168,10.467194393978716,3.227383708141806
709,2022-04-01,158583.8,47704.8,1174.0,13442.9,14310,13880,9782182.8,3623768.2,1590.16,39.13,5286.13,47570.35304623434,-4.362817786816697,False,3007219.500000001,3.3336687631027258,11.425345821325648,3.4272588650024733
710,2022-05-01,164104.5,50509.8,1794.8,15237.7,15130,13797,9946287.3,3674278.0,1629.35,57.9,5293.69,49156.81877576232,3.334988344496992,False,3057729.3000000007,3.338387309980172,11.89421613394216,3.562862852486941
711,2022-06-01,139018.8,52773.5,2151.3,17389.0,14365,13680,10085306.1,3727051.5,1759.12,71.71,4633.96,37841.057765734695,-23.01971789843949,False,3110502.8000000007,3.673755656108597,10.16219298245614,2.7661591934016587
712,2022-07-01,158231.4,51683.0,1714.6,19103.6,14044,13626,10243537.5,3778734.5,1667.19,55.31,5104.24,42996.76453766228,13.624637038016708,False,3162185.8000000007,3.6800769011677583,11.612461470717744,3.155494241718941
713,2022-08-01,170281.6,53233.0,2391.6,21495.2,15875,15661,10413819.1,3831967.5,1717.19,77.15,5492.95,50780.91409464055,18.10403559588738,False,3215418.8000000007,3.353259842519685,10.87297107464402,3.242507764168351
714,2022-09-01,168718.4,54528.8,2359.4,23854.6,16245,15840,10582537.5,3886496.3,1817.63,78.65,5623.95,50263.904725576205,-1.0181174921364944,False,3269947.600000001,3.356651277316097,10.651414141414142,3.1732263084328416
715,2022-10-01,174410.4,53194.3,3297.6,27152.2,15749,15742,10756947.9,3939690.6,1715.95,106.37,5626.14,51636.91203004833,2.731596981906348,False,3323141.9000000004,3.377630325734968,11.07930377334519,3.280200230596387
716,2022-11-01,168012.0,46329.3,2078.9,29231.1,14350,14696,10924959.9,3986019.9,1544.31,69.3,5600.4,52039.901315150455,0.7804287074091976,False,3369471.2,3.228522648083624,11.432498639085466,3.541092903861626
717,2022-12-01,178309.5,46106.5,3326.3,32557.4,15780,15923,11103269.4,4032126.4,1487.31,107.3,5751.92,61026.621192239705,17.268902611221783,False,3415577.7,2.921831432192649,11.198235257175156,3.8326082517264153
1168,2013-05-01,104962.8,64199.3,0.2,0.2,42289,13929,2849485.2,4032514.0,2070.95,0.01,3385.9,69140.50229831165,-4.991773920008836,False,1813875.5,1.518108728038024,7.535558905879819,4.963780766624429
1169,2013-06-01,81754.8,52717.4,3.0,3.2,39878,13484,2931240.0,4085231.4,1757.25,0.1,2725.16,61843.298690754855,-10.554166320736991,False,1866592.9,1.3219669993480114,6.063097003856423,4.5864208462440565
1170,2013-07-01,105183.2,66495.5,17.0,20.2,40859,13943,3036423.2,4151726.9,2145.02,0.55,3393.01,64631.14599935334,4.507921420134808,False,1933088.4,1.6274382632957245,7.543799756150039,4.63538305955342
1171,2013-08-01,108253.8,64128.2,47.3,67.5,40196,13753,3144677.0,4215855.1,2068.65,1.53,3492.06,67854.23175451675,4.986892473167126,False,1997216.6,1.5953876007562942,7.87128626481495,4.933776758126717
1172,2013-09-01,96601.4,55844.1,45.0,112.5,39075,12112,3241278.4,4271699.2,1861.47,1.5,3220.05,67593.52742724837,-0.384212333597056,False,2053060.7,1.4291516314779271,7.975677014531043,5.580707350334243
1173,2013-10-01,110691.3,56710.4,51.3,163.8,40114,14017,3351969.7,4328409.6,1829.37,1.65,3570.69,78297.29305735808,15.835489043873752,False,2109771.1,1.4137308670289674,7.896932296497111,5.585880934390961
1174,2013-11-01,105190.3,47506.5,50.1,213.9,37363,13117,3457160.0,4375916.1,1583.55,1.67,3506.34,82730.26173050005,5.661713834595172,False,2157277.6,1.271485159114632,8.019387054966836,6.307102365670507
1175,2013-12-01,109229.4,49002.5,77.7,291.6,37403,13075,3566389.4,4424918.6,1580.73,2.51,3523.53,83373.44519565327,0.7774464285492666,False,2206280.1,1.3101221827126166,8.354065009560228,6.376554125862583
1176,2014-01-01,100869.0,46204.6,55.0,346.6,36642,14608,3667258.4,4471123.2,1490.47,1.77,3253.84,79992.94221787441,-4.054651897670536,False,2252484.7,1.260973745974565,6.905052026286966,5.475968114586145
1177,2014-02-01,97032.4,49734.6,38.5,385.1,34625,12517,3764290.8,4520857.8,1776.24,1.38,3465.44,67553.51103658217,-15.5506608913213,False,2302219.3000000003,1.4363783393501806,7.752049213070224,5.396941043107947
1178,2014-03-01,107280.0,60987.9,44.5,429.6,39616,12209,3871570.8,4581845.7,1967.35,1.44,3460.65,69686.02755628576,3.1567811753689057,False,2363207.2,1.5394764741518578,8.786960439020394,5.707758830066815
1179,2014-04-01,105351.2,57388.4,45.5,475.1,39826,12960,3976922.0,4639234.1,1912.95,1.52,3511.71,73110.88810979221,4.914701947589384,False,2420595.6,1.440978255411038,8.12895061728395,5.641272230693844
1181,2014-06-01,100632.1,56119.6,23.4,498.5,38319,12362,4174147.3,4753004.7,1870.65,0.78,3354.4,68712.56102858894,4.098458360320545,False,2534366.2,1.4645371747696965,8.140438440381816,5.558369279128697
1182,2014-07-01,97930.0,59505.0,0.7,499.2,40266,8046,4272077.3,4812509.7,1919.52,0.02,3159.03,66267.53012351903,-3.558346346678332,False,2593871.2,1.477797645656385,12.1712652249565,8.236083783683698
1184,2014-09-01,122117.5,52574.1,1.5,500.7,37748,13146,4505783.3,4921384.8,1752.47,0.05,4070.58,87679.89161963781,9.421754471599764,False,2702746.3000000003,1.392765179612165,9.289327552107103,6.669701172952823
1185,2014-10-01,133594.2,58120.1,10.6,511.3,42098,18576,4639377.5,4979504.9,1874.84,0.34,4309.49,96765.98339644978,10.362799963563065,False,2760866.4000000004,1.3805905268658842,7.191763565891473,5.209193765958752
1186,2014-11-01,133593.5,57049.1,3.7,515.0,41314,17766,4772971.0,5036554.0,1901.64,0.12,4453.12,96746.16880897332,-0.0204768109422048,False,2817915.5000000005,1.3808660502493102,7.5196161206799506,5.445579692050733
1191,2015-04-01,122424.4,47592.0,0.2,515.2,39399,16694,5447502.1,5313268.3,1586.4,0.01,4080.81,101348.94384770548,-11.476578424544623,False,3094629.8000000003,1.2079494403411255,7.333437163052594,6.070980223296123
1192,2015-05-01,127824.7,50411.6,17.3,532.5,38140,15303,5575326.8,5363679.9,1626.18,0.56,4123.38,96708.5761610423,-4.578604877852632,False,3145041.4000000004,1.3217514420555847,8.352917728549958,6.319582837420264
1193,2015-06-01,128386.6,50041.3,21.3,553.8,34518,14400,5703713.4,5413721.2,1668.04,0.71,4279.55,88559.82276239825,-8.42609179259809,False,3195082.7,1.4497160901558608,8.915736111111112,6.149987691833213
1194,2015-07-01,132566.2,51838.2,37.4,591.2,34447,14881,5836279.6,5465559.4,1672.2,1.21,4276.33,88091.55972622508,-0.5287533574107273,False,3246920.9000000004,1.504868348477371,8.908420133055575,5.919733870453939
1195,2015-08-01,161582.9,55845.8,19.8,611.0,35673,20232,5997862.5,5521405.2,1801.48,0.64,5212.35,103215.40369553304,17.168323521924833,False,3302766.7,1.5654921088778628,7.986501581652827,5.101591720815196
1196,2015-09-01,134405.6,54650.9,65.3,676.3,37562,16704,6132268.1,5576056.1,1821.7,2.18,4480.19,92378.04221339448,-10.4997520661808,False,3357417.6,1.4549518130025023,8.046312260536398,5.530294672736738
1197,2015-10-01,159990.0,62301.8,64.3,740.6,36887,16704,6292258.1,5638357.9,2009.74,2.07,5160.97,94725.21066807058,2.54082939888911,False,3419719.4,1.6889907013310923,9.57794540229885,5.670810025626831
1198,2015-11-01,150699.1,65275.7,38.7,779.3,39303,18552,6442957.2,5703633.6,2175.86,1.29,5023.3,90737.08481563584,-4.210205313144821,False,3484995.1,1.6608325064244458,8.123064898663218,4.890959724861786
1199,2015-12-01,147570.8,69806.9,23.2,802.5,39191,17281,6590528.0,5773440.5,2251.84,0.75,4760.35,82849.2201028838,-8.693099110224889,False,3554802.0,1.78119721364599,8.539482668827034,4.794237607944205
1200,2016-01-01,143129.6,65188.4,23.4,825.9,39862,17856,6733657.6,5838628.9,2102.85,0.75,4617.08,87522.19896791453,5.640341404816773,False,3619990.4,1.6353519642767549,8.015770609318997,4.901556841841092
1201,2016-02-01,129880.1,56014.6,20.5,846.4,37376,17400,6863537.7,5894643.5,1931.54,0.71,4478.62,86663.0952930129,-0.9815837410764529,False,3676005.0,1.4986782962328766,7.464373563218391,4.980637660517983
1202,2016-03-01,133056.5,60488.4,39.9,886.3,40992,18600,6996594.2,5955131.9,1951.24,1.29,4292.15,90170.21524788224,4.046843633973118,False,3736493.4,1.4756147540983606,7.153575268817204,4.847861034832379
1211,2016-12-01,163402.8,42245.7,19.0,905.3,40226,22248,8268795.8,6389634.5,1362.76,0.61,5271.06,155590.77096130492,16.50566804985163,False,4170996.000000001,1.0502088201660618,7.344606256742178,6.993472265430822
1212,2017-01-01,149025.5,45402.4,6.9,912.2,40607,20184,8417821.3,6435036.9,1464.59,0.22,4807.27,133285.4315741018,-14.335901319462208,False,4216398.4,1.1180929396409487,7.38334819659136,6.6035192020462645
1213,2017-02-01,135209.1,41624.4,8.9,921.1,36641,18456,8553030.4,6476661.3,1486.59,0.32,4828.9,119021.45455790356,-10.701827534893038,False,4258022.800000001,1.1360061133702684,7.326024057217165,6.448930134260053
1214,2017-03-01,131047.4,46696.6,13.8,934.9,38530,20424,8684077.8,6523357.9,1506.34,0.45,4227.34,108128.99273180489,-9.151679305683093,False,4304719.4,1.2119543213080717,6.416343517430474,5.294212335086412
1215,2017-04-01,123590.4,45248.6,3.6,938.5,38760,14904,8807668.2,6568606.5,1508.29,0.12,4119.68,105867.67113236654,-2.0913184727866296,False,4349968.0,1.167404540763674,8.292431561996779,7.103305899917237
1217,2017-06-01,126010.8,44431.9,4.6,943.1,38315,14976,9064254.1,6662109.8,1481.06,0.15,4200.36,108663.00567835273,2.3397253020301045,False,4443471.300000001,1.1596476575753625,8.414182692307692,7.255809674035303
1218,2017-07-01,118434.3,42431.6,5.9,949.0,37653,10488,9182688.4,6704541.4,1368.76,0.19,3820.46,105096.35973896814,-3.2823000957124315,False,4485902.9,1.1269115342734974,11.292362700228834,10.020629265729228
1219,2017-08-01,115041.3,42176.6,2.1,951.1,39104,12144,9297729.7,6746718.0,1360.54,0.07,3711.01,106660.4466742222,1.4882408288344529,False,4528079.5,1.0785750818330606,9.473097826086956,8.782974857890496
1220,2017-09-01,101556.4,37507.9,22.0,973.1,34848,15312,9399286.1,6784225.9,1250.26,0.73,3385.21,94354.45405367936,-11.537540863793303,False,4565587.4,1.0763286271809,6.632471264367815,6.162124742272684
1221,2017-10-01,132810.8,43993.1,96.3,1069.4,37620,16560,9532096.9,6828219.0,1419.13,3.11,4284.22,113571.044004628,20.366383488389552,False,4609580.5,1.1694072301967038,8.019975845410627,6.858154831197343
1222,2017-11-01,123107.3,38006.3,66.1,1135.5,36886,19776,9655204.2,6866225.3,1266.88,2.2,4103.58,119478.50403222624,5.201554744321535,False,4647586.8,1.0303719568399936,6.225085962783171,6.041591021047038
1223,2017-12-01,147760.5,38366.0,12.9,1148.4,39353,19816,9802964.7,6904591.3,1237.61,0.42,4766.47,151561.77231142158,26.852753588663703,False,4685952.8,0.9749193200010164,7.456625958821155,7.648454396014412
1227,2018-04-01,122585.8,48163.5,4.9,1153.3,38938,17760,10330677.5,7100272.0,1605.45,0.16,4086.19,99105.0459455812,-14.805152161805236,False,4881633.499999999,1.2369279367199135,6.902353603603604,5.580239073512455
1228,2018-05-01,141826.7,60345.3,0.9,1154.2,44609,18804,10472504.2,7160617.3,1946.62,0.03,4575.05,104842.41954717269,5.7891841397681,False,4941978.799999999,1.3527606536797507,7.542368644969156,5.575538159283807
1230,2018-07-01,124673.7,60351.7,0.1,1154.3,45707,17064,10705114.5,7280699.4,1946.83,0.0,4021.73,94420.88302235064,22.13603446645136,False,5062060.899999999,1.320403876867876,7.306241209563995,5.533338198684403
1231,2018-08-01,109771.2,63649.0,10.6,1164.9,43432,7728,10814885.7,7344348.4,2053.19,0.34,3541.01,74904.28378136341,-20.66979106345299,False,5125709.899999999,1.4654862773991526,14.204347826086956,9.69258330504185
1232,2018-09-01,103781.6,54885.7,16.2,1181.1,37405,1173,10918667.3,7399234.1,1829.52,0.54,3459.39,70727.90814365126,-5.575616542710005,False,5180595.6,1.467335917658067,88.47536231884058,60.29659688290816
1233,2018-10-01,138686.6,66441.6,24.8,1205.9,41491,12696,11057353.9,7465675.7,2143.28,0.8,4473.76,86606.06789421085,22.44963857592168,False,5247037.199999999,1.6013496902942808,10.923645242596091,6.821523936216986
1234,2018-11-01,143244.2,61892.9,19.8,1225.7,40001,17341,11200598.1,7527568.6,2063.1,0.66,4774.81,92577.84405319512,6.895332283505562,False,5308930.1,1.5472838179045525,8.260434807681218,5.338668130626556
1239,2019-04-01,137585.7,49311.8,29.2,1254.9,41704,10800,11892495.4,7805969.6,1643.73,0.97,4586.19,116359.0465730312,-0.0460253884981054,False,5587331.099999999,1.182423748321504,12.739416666666669,10.773985793799184
1240,2019-05-01,109665.4,57611.7,1.2,1256.1,43075,18552,12002160.8,7863581.3,1858.44,0.04,3537.59,81994.40573702911,-29.53327811467893,False,5644942.799999999,1.3374741729541495,5.911244070720137,4.419707079400016
1241,2019-06-01,101969.5,57000.6,0.3,1256.4,41172,8208,12104130.3,7920581.9,1900.02,0.01,3398.98,73653.4045957411,-10.172646616940073,False,5701943.399999999,1.384450597493442,12.423184697855753,8.97336800630374
1242,2019-07-01,106062.4,53694.5,0.3,1256.7,41922,6048,12210192.7,7974276.4,1732.08,0.01,3421.37,82808.25657748932,12.429638564566204,False,5755637.899999999,1.2808191403081914,17.536772486772485,13.691841365325612
1243,2019-08-01,131939.2,60087.5,1.1,1257.8,41406,6480,12342131.9,8034363.9,1938.31,0.04,4256.1,90918.65221884752,9.794187169933654,False,5815725.399999999,1.4511785731536493,20.36098765432099,14.03065620661227
1244,2019-09-01,136520.7,55703.1,0.1,1257.9,38286,6048,12478652.6,8090067.0,1856.77,0.0,4550.69,93833.7636540875,3.2062853596015684,False,5871428.499999998,1.4549208587995612,22.572867063492065,15.514841874022402
1245,2019-10-01,133189.3,59498.2,0.1,1258.0,41114,7344,12611841.9,8149565.2,1919.3,0.0,4296.43,92035.4713285444,-1.9164661583568,False,5930926.699999998,1.447151821763876,18.13579793028322,12.532063089398743
1247,2019-12-01,150791.1,58570.5,547.0,1805.0,44346,13392,12901860.7,8254534.6,1889.37,17.65,4864.23,114169.79743386176,-7.441249464962074,False,6048531.549999998,1.3207617372480045,11.259789426523298,8.525223822719665
1248,2020-01-01,149159.1,59507.7,1198.8,3003.8,43620,13495,13051019.8,8314042.3,1919.6,38.67,4811.58,109335.76565721747,-4.234072307472236,False,6108039.249999998,1.364229711141678,11.052915894775843,8.10194632509948
1249,2020-02-01,137542.5,58920.3,1196.0,4199.8,40316,13872,13188562.3,8372962.6,2031.73,41.24,4742.84,94112.9530908702,-13.922994433562453,False,6166959.549999998,1.4614619505903363,9.91511678200692,6.784382431579456
1250,2020-03-01,139806.1,58580.2,1239.3,5439.1,42576,15308,13328368.4,8431542.8,1889.68,39.98,4509.87,101610.86021556772,7.966923657637182,False,6225539.749999998,1.3758972190905674,9.132878233603344,6.637761968615608
1251,2020-04-01,99083.3,39113.1,1192.1,6631.2,39838,13680,13427451.7,8470655.9,1303.77,39.74,3302.78,100919.65365568058,-0.6802487041451477,False,6264652.849999998,0.9818038054119184,7.242931286549708,7.3771676648889315
1252,2020-05-01,107952.2,42961.066666666666,423.8,7055.0,19983,5624,13469978.2,8487858.5,1413.88,13.67,3553.36,49399.91916919536,4.441092812667144,True,6307613.916666664,2.149880731955496,19.1949146514936,8.928362567366342
1253,2020-06-01,116821.1,46809.03333333333,1204.0,8259.0,37928,13680,13573369.8,8533564.9,1523.99,40.13,3803.94,85796.22557891236,9.562434329479434,True,6354422.949999997,1.2341550657385925,8.539554093567252,6.919352624831363
1254,2020-07-01,125690.0,50657.0,1202.1,9461.1,39656,14136,13699059.8,8584221.9,1634.1,38.78,4054.52,98394.35102749866,14.683775846291724,False,6405079.949999997,1.2774107322977608,8.891482739105829,6.96055114795548
1255,2020-08-01,140293.0,56386.0,1241.6,10702.7,39596,14136,13839352.8,8640607.9,1818.9,40.05,4525.58,98518.1007342248,0.1257691172652286,False,6461465.949999997,1.4240327305788465,9.92451895868704,6.969305371691059
1256,2020-09-01,134218.1,59079.5,1201.6,11904.3,38773,15240,13973570.9,8699687.4,1969.32,40.05,4473.94,88085.34925481766,-10.589679867613256,False,6520545.449999997,1.5237278518556727,8.806961942257217,5.779878560027406
1257,2020-10-01,137301.8,60037.4,915.4,12819.7,39550,16716,14110872.7,8759724.8,1936.69,29.53,4429.09,90448.39033669012,2.6826720923096348,False,6580582.849999998,1.5180126422250315,8.213795166307728,5.41088719410685
1258,2020-11-01,136573.2,60191.2,592.2,13411.9,39353,15120,14247445.9,8819916.0,2006.37,19.74,4552.44,89291.54327542898,-1.2790134318088286,False,6640774.049999998,1.529519985769827,9.032619047619049,5.905525348904033
1259,2020-12-01,146502.1,64063.6,1182.4,14594.3,40586,15624,14393948.0,8883979.6,2066.57,38.14,4725.87,92812.98944486416,3.9437622424924657,False,6704837.649999998,1.578465480707633,9.376734511008705,5.940411510807999
1260,2021-01-01,147157.6,62728.6,1241.6,15835.9,38660,16272,14541105.6,8946708.2,2023.5,40.05,4747.02,90694.08238028586,-2.282985471378496,False,6767566.249999997,1.6225711329539576,9.043608652900687,5.573628464865159
1261,2021-02-01,132610.0,58618.4,1118.8,16954.7,33500,14991,14673715.6,9005326.6,2093.51,39.96,4736.07,75785.67480518062,-16.438126042880473,False,6826184.649999998,1.7498029850746268,8.845974251217397,5.055411567285747
1262,2021-03-01,149341.3,69324.0,1239.8,18194.5,37996,16258,14823056.9,9074650.6,2236.26,39.99,4817.46,81852.9230107899,8.005798221373794,False,6895508.649999998,1.8245078429308348,9.185711649649402,5.034624370204816
1263,2021-04-01,117239.3,55885.0,991.0,19185.5,31725,13522,14940296.2,9130535.6,1862.83,33.03,3907.98,66554.83211058423,-18.689730723714128,False,6951393.649999998,1.761544523246651,8.670263274663512,4.921966581170259
1264,2021-05-01,142941.0,73034.9,1218.6,20404.1,36594,14881,15083237.2,9203570.5,2355.96,39.31,4611.0,71620.32061384352,7.611000347567121,False,7024428.549999998,1.9958162540307152,9.605604462065722,4.812870144065824
1265,2021-06-01,144300.8,74539.9,1169.7,21573.8,37079,15750,15227538.0,9278110.4,2484.66,38.99,4810.03,71780.74243727185,0.2239892561962664,False,7098968.449999998,2.010299630518622,9.161955555555554,4.55750745633472
1266,2021-07-01,147606.1,72268.2,1214.6,22788.4,38044,16360,15375144.1,9350378.6,2331.23,39.18,4761.49,77703.97586213578,8.251841961707429,False,7171236.649999999,1.8995952055514669,9.022377750611248,4.749631776414167
1267,2021-08-01,151705.6,69210.6,1215.7,24004.1,39526,16060,15526849.7,9419589.2,2232.6,39.22,4893.73,86638.68750740493,11.498397020406426,False,7240447.249999998,1.751014522086728,9.446176836861769,5.394687889626708
1268,2021-09-01,143187.9,69147.3,1133.0,25137.1,39226,15580,15670037.6,9488736.5,2304.91,37.77,4772.93,81227.87969161484,-6.245255983740094,False,7309594.549999998,1.7627925355631469,9.190494223363286,5.213599466727526
1269,2021-10-01,149703.1,71525.0,1192.1,26329.2,42089,16289,15819740.7,9560261.5,2307.26,38.45,4829.13,88093.02727577771,8.451713389819737,False,7381119.549999998,1.6993751336453706,9.190441402173246,5.408129859155117
1270,2021-11-01,149365.6,68196.3,1200.4,27529.6,41426,15707,15969106.3,9628457.8,2273.21,40.01,4978.85,90732.4788236312,2.996209381692161,False,7449315.849999998,1.6462197653647468,9.50949258292481,5.776563240824549
1271,2021-12-01,155573.4,70609.9,1205.8,28735.4,41234,16286,16124679.7,9699067.7,2277.74,38.9,5018.5,90850.05892374866,0.1295898686356933,False,7519925.749999998,1.7124193626618809,9.552585042367678,5.578414523133284
1272,2022-01-01,151568.0,65385.0,1243.6,29979.0,39919,15945,16276247.7,9764452.7,2109.19,40.12,4889.29,92535.64260916112,1.8553468268272644,False,7585310.749999998,1.6379418322102255,9.505675760426469,5.803426943189786
1273,2022-02-01,135978.5,57380.0,2446.2,32425.2,36298,14574,16412226.2,9821832.7,2049.29,87.36,4856.38,86018.60566399443,-7.042731602018937,False,7642690.749999998,1.5808033500468346,9.330211335254562,5.902196079593414
1274,2022-03-01,149330.4,60405.6,2760.6,35185.8,40309,19098,16561556.6,9882238.3,1948.57,89.05,4817.11,99649.0241567007,15.845895649540488,False,7703096.349999998,1.4985635962192063,7.819164310398994,5.217772759278495
1275,2022-04-01,152641.9,60775.5,3259.5,38445.3,40463,16978,16714198.5,9943013.8,2025.85,108.65,5088.06,101625.64190668936,1.983579635341326,False,7763871.849999998,1.502001828831278,8.990570149605372,5.9857251682582975
1276,2022-05-01,149717.6,61940.6,3643.6,42088.9,41004,16728,16863916.1,10004954.4,1998.08,117.54,4829.6,99111.4143292122,-2.47400904959173,False,7825812.449999997,1.510598965954541,8.95011956001913,5.9248812965813125
1277,2022-06-01,144009.4,59724.8,4087.8,46176.7,36807,15655,17007925.5,10064679.2,1990.83,136.26,4800.31,88749.63140604908,-10.454681726914938,False,7885537.249999997,1.6226478658950745,9.198939635899071,5.669091753819806
1278,2022-07-01,154548.4,56763.6,4010.9,50187.6,35076,15398,17162473.9,10121442.8,1831.08,129.38,4985.43,95500.27972855844,7.606395897717766,False,7942300.849999997,1.618303113239822,10.03691388492012,6.202122335924045
1279,2022-08-01,156249.0,58190.4,3940.5,54128.1,35767,14655,17318722.9,10179633.2,1877.11,127.11,5040.29,96039.1745545657,0.564286123076263,False,8000491.249999997,1.6269298515391284,10.661821903787104,6.553338420645902
1280,2022-09-01,155970.0,60229.333333333336,3501.2,57629.3,28842,12649,17437675.8,10231337.3,1965.93,116.71,5086.993333333333,66355.27050659426,0.5586536313560838,True,8060720.58333333,2.088250930356194,12.330619021266504,5.904759261456795
1281,2022-10-01,155691.0,62268.26666666666,5605.7,63235.0,37771,16738,17594084.4,10298506.0,2054.75,180.83,5133.696666666667,87953.30608750803,0.5530211396359045,True,8122988.849999997,1.6485734205254472,9.301648942525988,5.642241241255296
1282,2022-11-01,155412.0,64307.2,5689.3,68924.3,36593,17227,17749496.4,10362813.2,2143.57,189.64,5180.4,88434.75250049762,0.5473886479157253,False,8187296.049999997,1.757363430164239,9.021419864166717,5.133496981511443
1283,2022-12-01,155746.2,63542.2,5342.0,74266.3,35317,17552,17905242.6,10426355.4,2049.75,172.32,5024.07,86564.3390597115,-2.1150208350225075,False,8250838.249999997,1.7991958546875442,8.8734161349134,4.931878934577911
1524,1993-08-01,98455.2,28974.5,103.2,103.2,70649,18040,6704642.6,3116168.6,934.66,3.33,3175.97,240064.933814216,3.6239898475390886,False,2884606.9,0.4101190391937607,5.45760532150776,13.3073688367082
1525,1993-09-01,98812.2,26761.65,145.4,248.6,28446,9528,6751727.7,3127413.5,876.4749999999999,4.85,3240.805,119110.24149614492,3.706723284602688,True,2911368.55,0.9407878084792238,10.370717884130984,11.023439919884982
1526,1993-11-01,99169.2,24548.8,393.6,860.8,63842,19369,6950046.0,3178247.0,818.29,13.12,3305.64,257900.99990223555,3.789456721666285,False,2935917.35,0.3845242943516807,5.119995869688678,13.315142748837603
